Explanation;Target
"O zaman bugunden itibaren elveda 
#vodafone
Hosgeldin #turktelekom";0
"Çok ciddi söylüyorum #Vodafone pişmanlıktır, daha beter pişmanlıktır ! Sorun bildiriyorum, ısrarla algılanmıyor farklı aboneliğim üzerinden cevap veriliyor. Doğru olanı Yineliyorum ama hazır cevaba o kadar çok alışmışlar ki iplemiyorlar.
Deli etmeye and içmişler ! pic.twitter.com/ePFW37npVv";0
Vodafone VodafoneHizmet 20 gündür numara taşıma işlemim gerçekleşmedi. Uzun süreceği halinde bilgilendirme yapılacak diyorsunuz ama bilgilendirme yok. Uzun gün anlayışınız ne? Aylarca beklemem mi gerekiyor? İşinizi yapamıyorsanız bırakın kimseyi mağdur etmeye hakkınız yok!;0
"#vodafon #vodafone 
Keşke sizde Türkiye'ye destek çıkıp fatura zamanı bu kötü durumda biraz daha anlayışlı olsaydınız da hemen mesaj atmasaydınız.";0
Kredi kartı ya da banka kartı kullanmıyorum, 5 yaşında yani yasak kapsamında bir kızım var ama korkmayın en yakın zamanda ödicem 21 lira 20 kuruşunuzu tehdide gerek yok. ;0
İkinci haftasına girdiğim İnternet bağlanması yönündeki talebim hala gerçekleşmedi valla helal olsun 10000 nüfuslu bir ilçe de neyin yoğunluğu bu yoksa  @VodafoneMdr önceliği kendi müşterilerine mi veriyor?!;0
Yavassiniz yavaş numara tasiyalim dedik bir hafta oldu ne mesaj atan var ne arayan vazgeçecegim az kaldı;0
Vodafone  sabahtan beri evdeyim telekurye gelicek diye ise gitmedim ama kendileri gelmedi mesajı geldi adresinize geldik sizi bulamadik diye bari yalan soylemeyin gelmiyosaniz gelmeyin;0
Teşekkürler Vodafone beni beklettiğiniz için!  pic.twitter.com/Jv5MomCMdF;0
Vodafone musteri hizmetleri 20 dakika cevap vermedi kapattım sonunda artik;0
Ne oldu hani talebimi çözüyordunuz? Kaç gün oldu hala bir gelişme yok. pic.twitter.com/RITtQihuUK;0
Kankam bende zor kurtuldum bu Vodafone den inanılmaz geçiriyorlar;0
3 maymunu oynuyosunuz ama bunları unutmayacağız.  #vodafone #Vodafone #tuerktelekom @vodafone @VodafoneMedya @TurkTelekom;0
5 nisan günü #vodafone dan online sipariş verdik hala gelmedi koskocaman vodafone bu kadar adi bir şirketle çalışmamalı arıyoruz bekletiyor sonra kapatıyor hem dkk mız hem vaktimiz kayıp oluyor hiçbirşekilde ulaşılmıyor çözüm bulmak bu kadar zor olmamalı. Rezilliktir ;0
Işık hızında bağlanmaya calisiyorum vodafonee 15 dakika oldu.15 defa tesekkur ettiler beklediğim için halinde bekletiyorlar sinirsiniz #vodafone;0
Vodafone küçük bahanelerin altına sığınmayın hiç bir sorun çözümlenmiyor en yakın zamanda @TurkTelekom taşıyorum kullanmış olduğum hatları;0
Vodafone  müşteri hizmetlerine bağlanmak niye bu kadar zor ? Karşıma bir insan çıkmıyor, ne yapalım tam olarak ?;0
Vodafone bizimle hayata baglan diye bir slogan kullanıyorsun ama yarim saatte müşteri temsilcine baglanamiyoruz.. #vodafone;0
Tablet bilgisayardan internet hizmeti alamiyorum.Yazik olsun vodafone a;0
Burdan yaz dm den yürüme seninle aşkımız bitti Vodafone  pic.twitter.com/5w6YFOkiN2;0
Ankisorlü telefon kadar hizmet veremeyen operator vodafone ;0
Vodafone numara tasıma evraklarını Talep iletten iletemiyorum.Sürekli hata veriyor.Belgeleri mail atın dediler ne arayan var ne soran.Müsteri hizmetlerini aradıgımda ise numaram vodafone olmadıgı icin talep olusturamadıgıklarını soyluyorlar.Bu nasıl bir işeyiş!! ;0
Neden çünkü siz büyük kerizsiniz zaten fazla ödüyorsunuz niye düşük alalim..sakin vodafone tuzağına düşmeyin soygunun adıdır vodafone;0
Vodafone kullanmadığın bir şeye durduk yere para vermek kimsenin hoşuna gitmez!!! Artık bunu sözleşmeye mi eklersiniz nereye eklersiniz bilmiyorum!!!;0
Vodafone sürekli açıkla sürekli bizim yapacağımız bir şey yok. Herhalde hat taşımalıyım, yıllardır @vodafone ile olsam da sadece katlanan bir faturam var.;0
Vodafone baz istasyonu bulamadığınız için kullanamadığım hattın faturasını ödeyeceğim. Sizle konuşurkende çekmiyor telefon, uydurduğum bir durum da yok. Sözleşmede yoksa ekleyin bir zahmet, baz istasyonu sizin sorununuz ve bundan dolayı ben boş yere para ödemek zorunda değilim!;0
bi e-sim muhabbeti vardı ne oldu o iş? hani yılbaşıydı şubattı derken, corona size mi yaradı? zaten yetişmiyordu. #Vodafone;0
Dönüş yapacağını söyleyen müşteri hizmetleri Twitter adresiniz ve telefondaki müşteri temsilcileriniz de hala bir şey yapmadı. Yapmadığınız ve provizyonu olan bir işlemi iptal etmek neden bu kadar zor? @Vodafone;0
Cumartesi günü babamın kartindan dolandırıcılar işlem yaptı ve cumartesi gününden beri 7 mailimize, birçok konuşmaya rağmen dönüş yapmiyorsunuz, iptal etmiyorsunuz. Aldıklarını alıp kacmalarini mi bekliyorsunuz #Vodafone;0
öğrencilere bedava internet vermediniz bari varolanı yavaşlatmayın @Vodafone bıktırdınız iki gündür;0
VodafoneHizmet 1 hafta borç ödenmedi diye hattım kapatılmış. Ödeme yapabilmek için #vodafone i bile arayamıyorum. Hastanede iken hiç biryeri arayamaz oldum. Mağdur etmeye hakkınız yok. İnsan önceden bildirir. Şu vodafone önceden bildirmeniz gerekirdi.İlk işim @vodafone  bırakmak;0
Telefon borcu 1 hafta geçti diye şu ortamda telefonu hattını kapatmak nedir. Hastanede pat diye hiçbiryeri arayamadım. Nasıl düşüncesizlik. Ödeme yapabilmek için vodafoneı bile arayamıyorum. İlk işim vodafone ı bırakmak.;0
türkiye'de hiç bir hizmet bu şekilde kesilmiyor. bazen ben de vodafone'da unutuyorum, anında kesiliyor. aşırı saçma. lüks de değil ki. iletişim.;0
Hattımı vodafone a taşıdığım güne.. 😒😒😒;0
Yanlış efendim ben çocuklarıma anlatırım konuyu. iyilik yapıcaksan vodafone ın paket aştınız deyip 3 günde her seferinde  24 tl koyup 60 tl olan fatura 200 küsüre çıkmasından nasıl kurtulunur caysan yüz daha koyarım diyor bunu anlat;0
Siz başka gezegendemi yaşıyorsunuz  ne doymaz kurumsunuz  vurdumduymaz şu dönemlerde yaptığınız hiç bir zaman unutulmayacak  asla !!!!!!  bozuk psikolojımızımı test ediyosunuz vodafone;0
vodafone o yeni sesli yanıt sisteminizide sizinde Allah kahretsin. O sistem düzeltin insanları çileden çıkarmayın. Evde kalan telefonumu yönlendircrm ne mümkün muhattap yokki;0
Kaç gündür evde ve bölgede net yok. Ne zaman yapılacağını dahi bilmiyorsunuz. Kablonuz mu yok, eleman mı bulamıyorsunuz? Koskoca firma. Bu mağduriyete bi çözüm bulun! Evden çalışıyoruz, rezillik. #Evdenetyok #vodafone;0
Ya çok ilginç biz sağlığımızdan endişe ederek işe gidiyoruz. vodafone aboneleri bulundukları gsm de daha iyi tarife almak için Vodafone yada aveai hatlarını taşıyıp tekrar vodafone taşıyorlar. Gelmeyin kardeşim gereksiz yere gelmeyin . 10tl 20 TL indirim alacağım diye...;1
Şunu bilin vodafone  hizmetinden hiç memnun kalmadik. Bizi numaramizi size tasimakla pisman ettiniz. Aman bundan sonra vodafone bizden uzak dursun. Haksiz ve fahiş hizmet sattiniz bize. Sattik oldu diyorsunuzda bu zihniyet kisa gunun kari olabilir sizin icin ama bizi kaybettiniz;0
7 dakikadır size bağlanmaya çalışıyorum illet ettirdiniz beni bu kadar bokum olamazsınız @vodafone evde hayat falan yok size ulaşamıyorum bile ne hayatı ya;0
AKLI OLAN VODAFONE DAN UZAK DURSUN;0
Sizi ne zaman yanımda buldum ki bu günlerde bulalım?;0
siz kapatın firmayı gidin çek senet tahsilat işleri yapın , 45 gündür bi kargoyu kontrol edip faturayı silemediniz , ama borcunuz var diye aramayı iyi biliyorsunuz , etrafımda , şirketlerimizde çalışan personeller dahi ne kadar vodafone varsa , hat değişimi yaptıracağım !!!!;0
@vodafone 4.5 G hızına erişemiyoruz.  Internet hızı çok yavaşladı. Arıyorum    kimseye ulaşamıyorum;0
#VodafoneBoykot Çok eski müşterinizim, evden çıkamadığımız şu günlerde , işlerimizin durduğu şu günlerde , fatura yatıramadığımızdan dolayı hattımı kestin vodafone , bunu asla unutmicam.;0
6 ayda bulamadığınız çözümü ne zaman bulacaksınız bilmiyorum fakat bu işin sonu mahkemelik zaten temmuz 2019 sonrası fatura tutarını iade edeceksiniz ama geri kalanınıda almak için ne gerekiyorsa yapacağım bedeli alacağım paradan çok olsa bile. size çok pis kinlendim vodafone bey;0
vodafone tek disi kalmis canavar! bu talebimi ne yapacagiz? Yok mu bir gelisme?  Kurtar bizi su zulumden artik pic.twitter.com/RyCPXzeRzR;0
vodafone'dan uzak durunuz;0
vodafonelı olmayı tekrar gözden geçireceğim.  Ayın 5 inde yatacak maaşımız daha yatmamış. Biz gidip devletin boğazına yapışmıyoruz. Sabırla bekliyoruz. Anlayış bekliyoruz.;0
vodafone 20 seneden beri sadece ismi vodafone olmasından ve TÜRK firması olmasından dolayı sizi tercih ettim. Ve 20 senedir size para ödüyorum. Evde kalın diyip telefonları görüşmelere kapatmakta ne oluyor.;0
vodafone şu programları internet tanımlandıktan sonra sildiğim için interneti kullanmadan bitirdiniz bu ne saçma hizmet  pic.twitter.com/u8xyUDROaK;0
vodafoneHizmet hizlisin dedik diğer operatörleri bıraktık ama bu ne yavaşlık be vodafone;0
aranmıyor zaten burdan 30 dakikada bir cevap veriyorlar valla olmaz işlerin bunun yazık çok yazık;0
İnternet o kadar iyi ki 1 saatlik diziyi 3 saatte izliyorum. Sağ ol vodafone;0
Kırk yılın başı film izleyim dedim donuyor aq allah belanı versin vodafone bütün hevesimin içine ettin;0
"#EvdeHayatVar dediniz, biz de evde kaldık... 
Faturayı ödemeyeyim dedim bakalım her ay şirket hatları ile beraber 1.000 TL’den fazla ödeme yaptığımız vodafone bizi 1 ay idare edecek mi? 
Saat 00:00’ı geçince hemen hattı kapattınız :) Muhteşemsin 👋👋👋 @vodafone";0
Geldim bile :) Kontörlü hattımı faturalıya çevirdim. turkcell’de son 1 fatura dönemim kaldı. Onu ödedikten sonra sadece ve sadece Vodafoneluyum...;1
İlgili teknik biriminizden birine saptadığım bug hatasını istikrarla ben anlatmak, çözüme gitmek istedim ama beni hiç dinlemediniz. Başınızdan savıp kurumsal basit cevaplarınızdan sıkıldım. Çözüm istiyorum. #vodafone;0
Sonrasında oyunda hata olduğu söylendi ve iplenmedim. Ardından tekrar video ve fotoğraf kanıtlarıyla şikayetimi dile getirdim ve sonuç olarak yine sorun #vodafone kaynaklı olmadığını söyleyip konuyu kapatmaya çalıştılar.;0
vodafone hergün arayıp paket yükseltmek için dil dökmeyi biliyorsunuz.bunun için elemanınız yeterli sayıda var sorunu çözmek içinmi yok nasıl bi sistem bu? Daha fazla para almaya gelince çalışan var sorun çözmeye gelince aaa 5 güne anca ya?;0
Ek paket almaktan ciğerim soldu. Hediye mediye bir şey verin azıcık insaflı olun be... @vodafone ;0
vodafone 15 gündür bi interneti bağlayamadınız , sürekli ayni şeyleri söylüyorsunuz bi yardımcı olun artık;0
Ulaşılmaz sorunlu kafalarına göre üyelik yapıp fatura şişiriyorlar siz istemeden GB bitti mi otomatik yüklüyorlar bunu defalarca istemediğimizi iletsek de mj la bilgi verildi deniyor ama onay alınmıyor 49 TL lik sözleşme faturam 189 TL geldi. başka neden söylememi istermisiniz;0
vodafone tüm sağlıkçılarımıza 3 ay faturalarınız bizden  demenizi saygı ile arz ederim..;2
Uzaktan eğitim derslerimize öğrencilerimizin bir kısmı katılamıyor, hatta derslerin kaydedilmiş tekrarını izleme imkanı da bulamıyorlar. Üniversite öğrencilerin telefon internet paketlerini bir iki aylığına ücretsiz ve sınırsız yapamaz mısınız? @vodafone @VodafoneTR @TurkTelekom;2
Bu arada canımmm @Vodafone  @vodafoneHizmet çok teşekkür ederim Faturamın zamanı geçmiş farketmemişim ve siz tek bir Msj atmadınız bu konuda. Kısıtlama bile getirmediniz kim ne derse desin benim için hep cansınız ;2
vodafone ve Huawei 5G’li akıllı şehirler için imza attı!  https://www.instagram.com/p/B_CcI9Dgbc3/?igshid=wnwgf906g4zm …;2
 etimesgut ilçesi  aşağı yurtçu mahallesi yurkent vilları içine vodafone altyapı döşemesi rica ederim nolur altyapı  döşensin #vodafone;2
Sizlik durum değildi. vodafone ile ilgiliydi çözdük. Teşekkürler.;2
Şişttttttt susunnnn !!! Murat abim pardon ablam Vodafone’a sesleniyor 😂😂😂😂  pic.twitter.com/Yl6cKz1BrT;2
"Telekomünikasyon şirketleri sözüm size abim annem babam ve ben farklı farklı gsm şirketlerine üyeyiz fatura borçlarımızı bu kadar ısrar etmeseniz hani. Öteleme yapın ödeyeceğiz.
@VodafoneTR
@vodafone
@TurkTelekom";0
Kusura bakma  turkcell ödediğim faturayı hak etmiyorsun.  Daha önce de dedim artık @vodafone e geçme zamanı 🤷‍♀️  https://twitter.com/Esmaasal1/status/1209524736906137600 …;1
"İletişim ve internete erişim hepimiz için zorunlu bir ihtiyaçtır. 

Sürekli evde kaldığımız bu elzem zamanda abonelerinize karşı duyarlı olun , destek olun !#FaturalaraÇareBulun
@vodafone @VodafoneTR @TurkTelekom";2
#Coranalı günlerde internetimiz bitmesin #vodafone;2
Hattımı  turkcell den @vodafone e transfer etmek istiyorum ama müşteri hizmetlerine bağlanamıyorum.  pic.twitter.com/WxOBdz76qf;1
Doktor Hanıma böyle bir günde yardımcı olurlar ,vodafone gerekli kolaylığı sağlar ve değiştirir;1
Bence bu üç dev kurumlar vodafone..telekom.vodofone.   sadece 3 ay  5 gb interneti bedava sunup bu savaşta zafer anıtının gövdesine isimlerrini kazıyacaklar.yıllardır ülkemizden kazandıklarını düşününce bu beklentimin gerçekleşeciğini beklemek hayal olmasa gerek .haydi devler;1
vodafone u hiç bilmiyorum;2
Sevgili @vodafone  ailenize katılmak istiyorum;1
vodafone çekmeyen yerlere daha çok yatırım yapıo;0
Sizin sağladığınız bok gibi hizmet yüzünden Oyun oynayamıyorum bari şu karantina günlerinden adam gibi hizmet verin bok gibi internet veriyorsunuz bilgisayara vodafone'i telefonumun mobil verisini paylaşıyorum bide fiber fiber diye milleti kandırıyorsunuz nah fiber;0
"vodafone ve Türk Telekom Hızlarını Artırdı!
Türk Telekom altyapısını kullanan Millenicom ve Turknet kullanıcılarının da söz mevzusu artıştan yararlanacak.
 https://bit.ly/2kathiz 
#çağrımvar #herseycokguezelolacak #Aileceokuyoruz #EksiSozlukKapatilsin pic.twitter.com/nMSCHsBDMF";1
Senide vodafone dünyasına alalım havalarda uçarsın :) :) :);1
Ben de vodafone a geçecem;1
Lanet olsun @turkcell  den @VodafoneTR geçtiğimiz güne;0
Eve diyorum. 5 tane daha modem alayım. İnternet kesilince birini söker, diğerini takarım. Şaka gibisiniz. Süre bitsin direk @vodafone ‘e...  pic.twitter.com/tQN0T5DoOW;1
Sebepsizce ödediğim yüksek faturalara olan sinirim vodafone👏  https://twitter.com/eskireklamiar/status/1250875494825963520 …;0
Valla hiç farketmez ben aldım 3 ay cayma hakkı vardı hemen geri kaçtım şimdi vodafone kullanıyorum on numara beş yıldız;1
ölene kadar bu hattayım🥺 vodafone  https://twitter.com/eskireklamiar/status/1250875494825963520 …;1
vodafone var gam yok #ttnet #turknet @vodafone  pic.twitter.com/TQBz8VK6Ra;1
vodafone benden daha çok hayata bağlı.;1
TurkTelekom ,vodafone in getir götürünü yapar diyecem de hızı ona bile yetmez 😂😂;1
Haklisin ama kime göre Haklisin? 🤓🤔;2
Yıllardır  vodafone kullanıcısıyım lütfen rica mı dikkate alın.;2
"Hiçbir internet sağlayıcının sesi çıkmıyor, uzaktan eğitim onlara yaradı. Size katılıyorum; ayrım yapılmadan bedelsiz olmalı";0
vodafone ' nin ardından Türk Telekom'da internet kullanıcılarının yükleme hızını 2 katına çıkardı.  pic.twitter.com/99txZOOHkQ;1
Bu şekilde yaparak yoğunluğu daha da arttırıyorsunuz . Normal çalışma saatlerine dönülmeli;2
vodafone internet hızını 2 kata çıkarmışlar @vodafone @vodafoneHizmet sizden de bekliyoruz pic.twitter.com/UiUiKvX5Sp;1
vodafone 'ın  vodafonekullanıcılarına da müjdeli haber geldi.vodafone, kullanıcılarının upload hızlarını 2 katına çıkardı.  pic.twitter.com/A97quTcyqr;1
Yillardir evimde telefonla konuşamıyordum cekmiyor diye neyse ki kurtuldum sorun evde değilmiş. Tisikkilir  vodafone ❤️;1
vodafone oralarda biyerlerde ellerini ovuşturarak bıyık altından gülüyosun şu an biliyorum;2
vodafone u şimdiden çok özledim ☹️;1
vodafone 👏🏻👏🏻  pic.twitter.com/ZlpYcCxyBe;1
Teşekkürler vodafone  🖒;1
vodafone yillardir en pahali operatorsunuz. Biz insanlara bu zor gunlerde internet falan hediye edinde bari farkinizi hissettirin. #vodafone;0
3 yıldır sorunsuz şekilde telefonunu kullandığım vodafone sen gerçekten bir kere daha harika bir firmasın.Seni örnek alsınlar.internetimi de sana taşıyacağım herkese seni anlatacağım iyiki sen varsın sunduğun sınırsız hizmet-kalite için teşekkürler! ;1
vodafone  ve Türk Telekom evdeki internet hızlarını artırdı  https://elmadesem.com/news/58746/vodafone-ve-turk-telekom-evdeki-internet-hizlarini-artirdi …;1
Türk Telekom pişmanlıktır tavsiye etmem. Vodafone'u hiç denemedim. Ama vodafone  ve TürkNet 10 numara 5 yıldız kullanın tavsiye ederim..👍🏻👍🏻😀😀;2
Başka bir aboneligimizi 3 yıl önce ayni sorunlar yüzünden vodafone'a taşıdık. 1 gün sorun yaşamadık. Kalite asla tesadüf değil.;1
vodafone müşterileri için de VDSL iki katına çıkacak mı?;2
vodafone  ankara bağlantınız gayet güzel;1
Şu karantina bi bitsin ilk işim vodafone lı olmak…;1
Vodafone müşteri temsilcimi aradım resmen bana trip atıyor ya kusura bakmayın kardeşim bir daha arayıp rahatsız etmiyeyim sizi turkcell e geçme vakti geldi sanırım;0
Sıkma canını eski komşu @Vodafone da aynı muamele ve kapsama alani sıfır ne internet ne telefon  iletişim imkansız @VodafoneDestek  ten;0
vodafone  ve Türk Telekom evdeki Corona virüs salgını  nedeniyle internet hızlarını geçicici olarak artırdı;1
Diğer operatör’e daha geçmeden pişman oldum aslında geçiş mecburen yapıp ,hemen vodafone a dönmeyi düşünüyorum;1
vodafone  düzeltiyosan düzelt şu internetini iyi ki bi 30 GB hediye verdin ne bu afra tafra.;0
Sorun çözülmüşten 12-13saat sonra yineledi fakat şimdiye kadar beklemediğim kadar bekliyorum.Evden çıkamadığımız şu günlerde şubelerinizi ziyaret edemiyoruz.Sayın yetkiliden ricam sistemde kayıtlı cep numaramıza bir randevu oluşturup modem sorunumu ortadan kaldırmanız ;2
Şükür vodafone den başka arayanımız yok aq 😒;2
Ya takip ettiğim yeğenleri çok seviyorum vallahi, ama çok rt yapıyorsunuz.. Vodafone, vodafone reklamlarını geçti vallahi. Takip ettiklerimi hala çok seviyorum, tekil şahıs olursanız günün birinde tekrar görüşmek üzere, 😘;2
ayni telefonda #turkcell ile yapamadiğimiz VPN bağlantısını #vodafone ile sağlayabiliyoruz.  Hizmet alamadığım için evde kalamadım. #EvdeKalTR;1
Yani vodafone  tabiki hangi firma ücretsiz uploadı 5 den 25e çıkarır  pic.twitter.com/fAuO9Vt6MH;1
vodafone  Upload (Yükleme) hızlarını 5 mbps'den 20 mbps'ye yükseltti. Sizden de bir güzellik bekliyoruz @turksatkablo @TurksatAsistan #çağrımvar pic.twitter.com/BENbepSVWE;1
Olm adamlar 5 veriyodu fiber altyapıda 25 yaptılar 5 kat arttırdırlar ne istiyonz vodafonedan;1
"Sende olmasan kim mesaj atacak:')
@vodafone  pic.twitter.com/B8LCeNMOA4";2
"""vodafone  internet hızı için resmi açıklama!
 geçen hafta internet upload hızı için ...  pic.twitter.com/zUWnrzWxV3";2
İnanıyorum dostum vodafone seni yanlız bırakmaz sorununu çözeceklerdir. Dimi @vodafoneHizmet? 🤔;1
İnternet için müşteri temsilcileri şuan mesaisi varmı ? #vodafone @vodafone;1
Hayat vodafone de 😀;1
Telefon borcu ödendiği için çok şaşkınım ve mutluyum teşekkürler#vodafone💜;1
vodafone 'ın ardından Türk Telekom'da internet kullanıcılarının yükleme hızını 2 katına çıkardı.  pic.twitter.com/OiN8SbPjBt;1
"Sana yakışanı yap @vodafone 😉
#vodafone  https://twitter.com/mhmtyldrm_/status/1250756972707811329 …";1
@TurkTelekomMdr 6 gün sonra taahüdüm doluyor. Ne arayan var ne soran bittikten sonra yüksek fatura ödemem hoşunuza mı gidecek ? Ayrıca şu ana kadar hiç ikna edici bir tarifeniz de yok maalesef @vodafone yol gözüktü hadi eyvallah;1
"vodafone  açıkladı; fiber internette yükleme ve indirme hızları arttı
 https://www.teknoblog.com/vodafone--acikladi-fiber-internette-yukleme-ve-indirme-hizlari-artti/ …
#vodafone #vodafone pic.twitter.com/v9U2A3hjfN";1
Yanlış anlaşılmasın hızım 50mbit fiber @turkcell pişmanlıktır. Evde kaldığım sürece toplantılarımı mobil üzerinden @vodafone hattım ile yapıyorum.  pic.twitter.com/69Bq5z52di;1
vodafone denemedim ama adından belli kaliteli olduğu 💛;1
Hattımda bir sıkıntı yok teşekkürler @vodafone;1
Harika bir insansınız, iyi ki varsınız,bize de sizin gibi başkanlar nasip olsun🤗;1
turkcell inanılmaz kötü operatörsünüz! Sizde kalan borcumuzu bile ödeyemiyoruz ne internet ne de müşteri temsilcinizden! Şaka gibi para ödeyeceğiz onda bile yardımci olmayan bir operatör, rezalet! @vodafone  e geçtiğim için o kadar memnunum ki!;1
"vodafone, Kullanıcılarının İnternet Hızını Artırdı!  https://teknodiot.com/vodafone-internet-hizi …
#vodafone";1
"💻 vodafone ve Türk Telekom evdeki internet hızlarını artırdı.

👇  https://webrazzi.com/2020/04/16/vodafone-ve-turk-telekom-evdeki-internet-hizlarini-artirdi/ …";1
vodafone ve Türk Telekom’dan Hız Artışı  http://www.serdarsaglam.com/vodafone-ve-turk-telekomdan-hiz-artisi/ … #vodafone #türktelekom #internet #hız #fiber #vdsl #türknet;1
vodafone candir 😄;1
Üç gün önce düşünmüştüm şimdi düşünmüyorum saol samet reis  @vodafone @vodafoneHizmet;2
Tarifem 10 Mbps ama 50 Mbps yakın alıyorum tşk vodafone :)  pic.twitter.com/MKw1FB86U2;1
Türk Telekom, turkcell, Vodafone, , Digiturk, D-Smart, Kablo TV, Türksat gibi şirketlerden internet, telefon veya yayın hizmeti alan kullanıcılar, aboneliklerini e-devlet üzerinden iptal ettirebilecek.  pic.twitter.com/WpBZZiSVtI;2
"12 yıllık bir ilişkim var...
@vodafone";2
Betülle birlikte 4 gündür taşınabilir wifi bekliyorum. Artık gelde rahatlayalım. @vodafone #vodafone;0
#vodafone 14  senede sana 480 bin tl para ödiyecem bana bir telefon hedıye etmıyecsin haaaa;2
Ahahhah vodafone farkı buda 😄;1
@vodafone Size ulaşmam mümkünmü?  @vodafoneHizmet;2
vodafone kullanıyorum, gün içerisinde 80 kere bağlantı kopması harici güzel. Ne kadar aradıysam da düzeltemediler :));2
vodafone bu konuda kesinllikle haklı. gizem hanım şımarıklık yapmayın lütfen!!;0
vodafone  açıkladı! İnternet hızlarını arttırdık!  https://www.dijitalpazarlamahaberleri.com/vodafone--acikladi-internet-hizlarini-arttirdik/ …;1
sözleşmeniz bitince direkt vodafone 'a geçmenizi şiddetle öneririm ...;1
OTC News dergimiz vodafone dergilikte. Mutlaka okuyun....  pic.twitter.com/L5sNaMCI4O;2
vodafone ve Türk Telekom evdeki internet hızlarını artırdı -  https://bizonlar.com/2020/04/16/vodafone-ve-turk-telekom-evdeki-internet-hizlarini-artirdi/ …;1
ülkece dışarı çıkmaya başladığımız günden itibaren sloganı bi hafta DışarısıGüzel yapacağına söz verir misin @vodafone;2
"M5 Nisan Sayısı'na, vodafone Dergilik dışında okumak, dergiyi not alarak çalışmak isteyenler Eflatun Kitap'tan ulaşabilir. Böylece M5 kapınıza kadar gelecek. Aşağıdaki linkten ulaşabilirsiniz...
 https://www.eflatunkitap.com/m5-dergisi-nisan-2020 … pic.twitter.com/17alY8fUIP";2
Immm canım @vodafone şimdi ben size geleceğim bugünlerde hangi tarife olursa olsunnnn 30 GB hediyeniz mi var sizin?  pic.twitter.com/HmZlgINBaN;2
vodafone  ev internetinin hızını katladı  http://sh.aa.com.tr/656836 ;1
Esra sana inanmıyorum artık!! Koronadan kurtulunca ilk iş vodafone e geçmek 14  yıldır baydınız artık yeter.;1
vodafone deydik turk telekoma geçme gibi bir hata yaptık. Geçmez olaydık canım vodafoneim kazıkçı ama en azından kaliteliydi;2
vodafone diğerlerine göre iyi.;1
Bir çoğunu deneyimledim ve neredeyse hepsini kullanan arkadaşlarım var. Ev internetinde vodafone  Türkiye'nin sefiridir. Biat edin.;1
"vodafone  ekibi de resmi açıklamayı yaptı; Evden çalışma ve evden eğitim sürecinde interneti yoğun olarak
kullanan fiber müşterileri için en düşük indirme hızını 50 Mbps’ye, 20 Mbps’ye çıkarıldı deniyo";1
vodafone  ev internetinin hızını katladı  http://dlvr.it/RTtCgx ;1
Aslında wifi yavaş olduğu için yapıyorum bunu teşekkürler @vodafone;0
vodafone  ev internetinin hızını katladı  https://www.alaturkaonline.com/vodafone--ev-internetinin-hizini-katladi/?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/ecOhTQN1q1;1
