Explanation;Target
vodafone devlet ile ortak çalışıyor. herhangi bir sorun yaşamanız halinde ne btk nede şirket sahipleri sorunu çözümlüyor. platinum hikayesi ise gereksiz. 20 yıl müşterisiydim. oyalayıp durdular. vermedikleri hizmetin parasını misli misli alırlar aman dikkat.;0
malesef, üstelik utanmadan yapıyorlar bunları!! vodafone;0
vodafone bir açıklama yaptı daha önceden dinleme numara verme gibi durumlar için, turkcell zaten islamcı çete nin elinde.;0
sorulan sorunun cevabını vermemek için 'biz bilmeyiz sistem bilir' gibi aptalca cevaplar verip, yeni satış yapmaya çalışan vodafone komple sistemin çöker de paramızla aptal yerine konmaktan kurtuluruz inşallah.;0
vodafone in sistemden kaynaklı güvenlik açığı değil asıl konu. kendi genel merkezinde kurum dışına ofis açması ve yasa dışı müdahele yetkisi tanımasından kaynaklı bilinçli  sonuçtur. ne ilk ne de;0
i̇nternetiniz rezalet ötesi, şuna bir çözüm bulun artık! vodafone;0
meselenin devlet işleyisi ile alakası yok vodafone in yaptığı yanlış olan herkese bu bilgileri vermesi yoksa devlet zaten biliyor bilmekte görevi;0
vodafone ye geçiş yapmadan size dönüş yapılmayacak maalesef;2
vodafone la bu da bişey mi,  benim kimlik bilgilerim varken vodafone tarafından 3 ay kullandığım sikindirik fiberintenet ve vodafonered iptali içimin 940 tl cayma bedeli çılardılar. sanırsın hizmet yerine başka bir şey veriyorlar amk??;0
hani vodafone heryerde çekiyodu;0
boşuna uğraşmayın ilgilenmiyorlar. bende aynı şekilde sıkıntılar söz konusu defalarca dile getirdim turkcell tarafından bir çözüm bulamadım. vodafonehizmet vodafone i iyi biliyordum ama maalesef o da fos çıktı !;0
mayısta taahhütüm bitince nasıl vodafone a geçiyorum izle hayatım;1
hamdolsun??vodafone li değilim ??;0
vodafone ev interneti neden bu kadar yavaş ve kalitesiz? özellikle film veya dizi izlerken aşırı yavaş ve donuyor bu kadar paraya bu kadar kalitesizlik?? vodafone #vodafone #internet #evinterneti;0
sevgili vodafone sanırım 15 senedir beraberiz. bu ilişki bitmesin diye çok emek verdim ama sende beni silkelemekten vazgeçmiyorsun. yeni arkadaşlıklara kollarını sonuna kadar açıp beni hep 2.plana attın. mart sonu itibari ile 2 yabancı olacağız. seni tanımak güzeldi.;0
serefsiz sirket vodafone tum  bilgilerri vermistir;0
vodafone tum bilgilere istihbarat ile paylasan bir serefsiz sahtekar sirket saniyorum;0
vodafone den kurtuldum darısı başınıza ??;0
yediğiniz bokların hesabını vermeyeceğinizi falan mı düşünüyorsunuz acaba? vodafone vodafonetr;0
arkadaşlar bilmiyorum birtek benim başıma mı geldi..? daha önce vodafone sosyal paketim dolduğu halde, faturama yansıyordu.. i̇ki gündür sadece ve sadece paketim dolduğu için twetteri açmıyor..diğer uygulamalarda bir sıkıntı yok.. bu iş kasti olarak yapılıyor gibi geliyor bana..;0
usta hepsi aynı be ben vodafone kullanıyorum açık alam düz yolda çekmiyor valla;0
ben yıllar oldu bırakalı. çokta iyi yapmışım. size de tavsiye ederim. vodafone;0
vodafone abisi siz çete miydiniz yoksa iletişim firması mı ona göre muamele yapalım size.;0
vodafone 1 aydır internetim yok denecek kadar az çekiyor. müşteri temsilcisi ile farklı günlerde defalarca görüştüm, her seferinde farklı bir savunma yaptınız.  her ay 100 liraya yakın fatura ödeyip istediğim verimi alamayacaksam neden vdafone'u kullanmaya devam edeyim?;0
valla bırakacağım. vodafone;0
hesap vereceksiniz! vodafone vodafonetr;0
gelmeyin çok kazık vodafone;0
#vodafone hattını kapatıyoruz yok artık;0
vodafone dunyanin en dolandirici operatorudur. kullanicilarini kandirip nasil 50-100 daha fazla kazanirim diye dusunen rezalet bir sirket;0
teşekkürler vodafone 3 yıl boyunca eleman çalıştırıyorsunuz sizin çatınız altında çalıştıkça insanlara turkcelli en güzel şekilde öneriyorlar ama ablam sırf hamile diye işten çıkartılıyor ve hiçbir hakkından faydalandırmadı bu saatten sonra mağaza önünden bile geçmeyiz!!!;0
az dolandırıcı değilsin vodafone vodafonehizmet faturalı hat üzerinden aldığımız telefona ek garanti için 400tl para ödedik, kart yuvası değişimi icin gönderdiğimde 60tl para isteyip ödeme yapmadan işlemi yapmayıp 1 ay bekletiniz.her faturayı internet aşımı diye  katliyorsunuz;0
#vodafone ile ilgili bu iddialar doğruysa durum gerçekten çok vahim. ben inanmak istemiyorum!;0
mecburiyetten olmasa kullanmam iş yeri şehir dışında ve o bölgede diğer operatörlerde şebeke sorunu var;0
bundan böyle vodafone reyizfone olmuştur;1
vodafone neden köpeklik yapıyorsun?;0
#vodafone müşteri hizmetleri söyledi zaten ,mobil kapalıyken neden tl çalıyorsunuz dedim yasal alınıyor dedi yani yasal hirsizlik öylemi dedim çıt yok. #turkcell hattımdada dün dolandırıldım. hepsi hırsız hepsi dolandırıcı. rabbim burunlarından fitil fitil getirsin iki cihanda.;0
sevgili turkcell ve vodafone...sizi de bir yere yazdık..ülke normalleşsin..sizle de hesaplaşacağız hiç endişeniz olmasın...;0
tahattüt yarin bitiyor.. ayın 24 dü.. erken başka hatta geçerseniz ceza yansıtacak diyor vodafone.. ben geçte geçsem siz bir formül bulur o cezayı ödetirsiniz..;0
en büyükleri turkcell vodafon.diğerleri zaten onların??o yüzden güvenli değil hiçbiri.;0
bilgim ve sizin yetkiniz dışında bilgilerimin gizliliğini ve güvenliğini sağlayamayıp bir takım siyasi grup, kuruluş ve dahi 3. kişilere satmak yahut bildirmek gibi hukuken suç olan işlemleri yaparsanız hakkınızda davacı olacağımı bu tarih ve saatte beyan ederim. vodafone;2
vodafone bu rezalet için nasıl bir açıklama yapacak veya yapabilecek mi ??;0
vodafone şu salla kazanı değiştir aq insan içinde telefon sallıyoruz bize yaptırdığın şeye bak tıklasak olmuyor muydu;0
vodafone seni kullandığım için çok pişmanım;0
cok buyuk bir dolandiricilik artı kimlik hırsızlığı vodafone in yaptığı. vodafone kendi abonelerinin izni ve bilgisi olmadan böyle çetelerle işbirliği yapması kimsenin güvende olmadığı anlamına geliyor;0
vodafone lanet olsun size pazartesi iki hattımı kapatıyorum.;0
hayatımda sizin kadar kalitesiz kurum görmedim vodafone senin kadar da iğrenç bir uygulama görmedim vodafonemobil;0
"biz teknoloji şirketiyiz diyen vodafone, ""biz siyaset ve rezalet şirketiyiz"" deseniz daha doğru olmaz mı? vodafone";0
vodafone'i bırakma sebebimdir. ;0
vodafone yine sıkıntı ne ? ne oluyor size .kalite diyerek , bağlantı hızı iyi diyerek vodafone kullanıyoruz hıza bak .ölmussunuzde aglayaniniz yok .rezil bı haldesiniz şu an .sıradan bı sayfayı dahi acamiyor .  ;0
vodafone mobil ödeme adı altında benden iki ay boyunca 5 tl ücret kesti, araya araya bir aylık ücreti iade aldım kalan bir aylığı iade etmediler, ve bu mobil üyelikten hiç bir bilgim yoktu, yazıklar olsun diyorum.;0
gün geçmiyor ki kurumsal firmaların rezillikleri ortaya dökülmesin.son dönemde olanlar kızılay, turkcell ve vodafone aracılığıyla gerçekleşen usulsüzlükler.;0
hem avea hem turkcell kullanmis biri olarak, vodafonetr  den aldigim hizmeti hic biyerden almadim.;1
sevgili vodafone babamın müşteri temsilcisi ile yapmış olduğu telefon konuşmasında açık açık ben yeni kontrat yapmak istemiyorum demesine rağmen sizin müşteri temsilciniz babamı 1 yıllık bir pakete dahil etmiş.;0
vodafone hükümete ajanlik yapmaya mı başlamış bence yabancılara satıldığından beri hem kalitesi düştü hemde guvenililirliği kalmamısti adamlar milletin bilgilerini zaten ticari amacli kullaniyorlardi habire olmadik yerlerden sacma sapan pazarlamaci telefinları geliyordu;0
eski müşterilerin kıymetinin olmadığı konusunda arkadaşa kesinlikle katılıyorum. 10 yıldır vodafone kullanıyorum ama yaptığım paket ücretiyle 2 ayı deviren vodafone müşterileri var. çatlat hediyeleri bile ücret karşılığında. salla kazan'ın algoritmasına hiç girmeyeceğim daha...;0
vodafonehizmet hizmette 0 sorumlulukta 0 geçiştirme de dolandırma da bir numarasın vodafone ya gelin evimden alın internetinizi herşeyinizi yada mahkeme de görüşeceğiz. sizin kadar sorumsuz bir firma tanımadım daha.;0
türk telekom daha mantıklı duruyor. vodafone kullanıyorum ve 70? paket ücreti ödüyorum, 15gb 1000dk veriyor. pahalı geliyor.;0
siz yalancısınız ve yalan sizin işiniz olmuş vodafone;0
güvenliğiniz için vodafone'den uzak durun.;0
kurumsal kimlik kullanarak hırsızlık! malum ustalık dönemi muhteşem gerçekten  ağzım açık kaldı! vodafone;0
en başta turk telekom'dan vazgeçme sebebim çok komik. çok azcık bir meblağ yüksek gelmişti.  sonra vodafone'da bunları yaşayınca çok pişman oldum ama yine de hemen oraya geri dönmek yerine turkcell i deneyeyim bir de dedim. ama sonuç yine turk telekom.;0
vodafone turkcell den beter hepsi aynı;0
bende ama vodafone'a geçicem çaktırma ????;1
ama vodafone çeker miydi bilmiyorum.. kimsenin tlfonu çekmiyordu. ara ara çekti yani. başka hattan geçenlere iyi paketleri var sanıyorum. ama şöyle ben 10 gb daha internet paketi alıyorum 70 e mi ne geliyor. i̇nternet çok kullanıyorum??;0
ahahahaha ya en nefret ettiğim operatör yapma allah aşkına;0
ben turkiye’de iken bu sebepten oturu, yani gizlilik endisesi ile, iktidara yakin turk telekom ve turkcell’i kullanmiyordum. uluslararasi olanin daha guvenilir olacagini ongormustum;1
vodafonetr yi 3 yıldır kullanıyorum. ülkenin yarısında kullandım kapsama sorunu yaşamadım. diğer yarısını bilemem. turkcell in 90 tl’ye verdiği 6 gb interneti ben 30 tl’ye kullanıyorum. vodafone tarifeleri kan emici vampir turkcell in 1/3ü kadardır. geçin turkcell’e de görün.;1
hala vodafone kullanan var mı?;2
vodafone' de aynı. uzun zamandır kullanıyorum, taahhüt bitince yeni aboneye göre üç kat fazla ödüyorum. vodafone vodafonehizmet #vodafonedolandırıcılıgı;0
#tıkdiye geçirebilir ile ne demek istediler acaba derken, 1999-2019 arasında 20 yıl boyunca bana yaptıklarını hatırlayıp sustum vodafome ... vodafone;0
vodafonetr a laf sokma peşindeler çünkü trol hesaplar üzerinden. turkcellhizmet turkcell pişmanlıktır..;1
turk telekom'dan vodafone a geçmiştim. i̇nterneti su gibi bitiyor. hayatımda bu kadar çabuk biten internet görmedim. hat çekmiyor, şebeke habire kayboluyor ve dağda, bayırda değilim ha, i̇zmir merkez'deyim. sonra turkcell e geçtim ama o da pahalı. #vodafonedolandırıcılığı;0
sürekli yavaş ve son iki aydır sürekli kopmalar yaşanıyor bununla ilgili defalarca kayıt oluşturdum fakat bir netice alamadım. son çare olarak adsl başka firmaya taşımaya karar verdim. keşke bu duruma  hiç olmasaydı vodafone ev interneti benim için sadece sorun başka bir şey değil;0
ayni durumu biz bursa teleferikte yaşamaktan bildirmekten vodafone nin digital operatöre yönlendirmesinden satin alinan paketlerin 4 gün önce doldu deyip kesmesinden bayilerdeki çalişanlarin illaki sözleşme yaptirma çabasindan #biktik sonuç hepsi ayni dertleri abonyi soymak.;0
sevgili vodafone yeni hat başvurusu yaptım 11 gün önce. geçen hafta ulaşması gereken hattım hala ulaşmadı. web sitenizden talep açtım geri dönüş de olmadı. ben nasıl bir hata yaptım da size başvurdum ya? vodafone;0
vodafone 15 gb 175 liraya ödüyorum. ne paket değişikliğine nede hattı iptal ettirmeme izin vermiyorlar. i̇ptal ettirmek istediğimde abartılı bir fatura çıkartıyorlar. şaşırttım ne yapacağıma.;0
benim evde sadece bir köşede çekiyor vodafone beni arayanların çoğu ulaşamıyor..;0
vodafone 3 saat internet kesik diyor bölgemde, şu zamanda savaş çıkmadıkça böyle bi şey olması rezalet;0
modemleri de çok dandik vodafone;0
2 ay kaldı bence vodafone de durulmaz. eşimin hattını taşıdım sıra bunda.;0
yazıklar olsun size ya  şu internetin hızına bak ya?? ayıp ayıp boşu boşuna para ödüyoruz parasını aldığın şeyin hizmetini niye vermiyorsunuz size ödediğimizi inşallah hastaneye ödersiniz vodafone;0
hesapları telefon doğrulama sistemiyle korumak daha güvensiz. vodafone gibi operatörlere güvenilmez;0
vodafone böyle birşey yapıyorsa direk onu protesto edelim , başka operatöre geçelim ?;0
vodafonehizmet yönlendirme ücreti nedir ya. birde arama başı 3 tl. birde kesinlikle haber vermeden helal olsun turkcell yok artık diyorum. yarın ilk iş değişim şart.;0
bunların hepsi aynı turkcell de vodafonda turktelekomda aynı;0
taahütüm bitse de bitmese de artık vodafone'den ayrılıyorum. herkese tavsiyemdir..!;0
şunu açıkça söylemek istiyorum vodafone,turkcell ikiside vatandaşların cebindekini âleni bir şekilde çalıyor;0
bu rezillik nedir derhal cevap verin!!! vodafonetr turkcell;0
akşam maç var.. kulaklarınızın çınlamasını istemiyorsanız ilgileniniz!  vodafone vodafonehizmet;0
aslında hepsi aynı . vodafone;2
vodafone musteri hizmetleri lutfen bip yildizlari haftalik 2 gb iken gunluk 2 gb ta dusurdunuz lutfen haftalik olarak geri donsun siz bol hediye veriyorsunuz die burdayiz yoksa istesek hemen turkcell gecebilirim;0
valla kardeşim vodafone'den türk telekom'a geçtim gayet mutluyum. 1 sene olacak 20 gb paketi 61 lira gibi bir rakama kullanıyorum;0
hepsi için yapın vodafone 100 liralık faturamı taahüt bitince sormadan 230 liraya çıkarmış ödemedim icrayamı veriyolar naparsa yapsınlar ödemicem o faturayı;0
böyle bir şey olabilir mi ??!!!! bu ne demek ya vodafone benim sorunumu da çözemediniz ?? o onaylanmış dediğiniz hiç bir mesajı ben onaylamadım! i̇şte ispatı!!;0
1 aylığı 2 haftalığa, 2 haftalığı 1 haftaya, 1 haftayi 1 gune, 1 gunu 12 saate, 12 saati 6 saate düşürdunuz. şimdi sirada ne var 3 saat ve hediye i̇nternet 30 dk mi? sonra 0. ?? turkcellhizmet turkcell;0
operatörlerin hiçbirisi hizmet odaklı değil. nasıl cebimizi doldururuzun peşindeler. vodafone;0
aynen vodafone kazıklı voyvodayı geçti vodafone'yi satın alan voyvoda'nın torunu olsa gerek dedesi'de böyle kazıkcıydı zaten;0
yok dolandırıcılıkta sahtekarlıkta vodafone 'in eline su dökemez hiç biri.;0
vodafonehizmet inşallah batarsın vodafone iğrenç bir operatörsün!!!;0
alo vodafone  bu sacmaligi aciklasaniza, derhal! ;0
hepside aynı pok milleti inek gibi sagiyorlar vodafone;0
vodafone 1 numara bu konuda dolandırma;0
vodafoneden çıkmaya çalışınca onların da dolandırıcı olabileceğini göreceksiniz;0
vodafone kadar dolandırıcı, vodafone kadar da hizmeti kötü operatör görmedim. bu nedir ya her şey hattı satana kadar mı?;0
beni ne kadar tanıyorsun da 3.5 liraya diyet listesi hazırlıyorsun ya vodafone yer mi anadolu çocuğu;2
vodafone kaç gündür cekmiyorsun nette sorun var nedennnnnnnnnnn yaaa  vodafone;0
vodafone arkadaş çekiyorsunuz diye hattımızı taşdık siz diğerlerinden fiyaskosunuz;0
çok beğendiğiniz vodafone'in 11 yillik müsterisiyim.39? den başladim birden 93? ye çikarttilar.bana dakika da gb da lazim değil duşurmek istiyorum paketi diyorum layik gordukleri 60?..millet 25? dan veriyor aynisini;0
vodafoneden kurtulmak için son 7 ayım kaldı. allah bir daha vodafone hizmeti, paketi vs kullanmak zorunda bırakmasın. düşmanımdan dahi uzak tutsun. vodafonehizmet superyardim;0
vodafone pişmanlıktır geçmez olaydım;0
şoorayaaa göz göre göre halkı kibarca tırtıklayanların adını bırakayım. vodofone2 #vodafone turkcell #turkcel;0
haziran ayında kendileri kendi kafasına göre benim tarifeyi yenilemisler vodafone;0
yine vodafonein geç haberlendirmesiyle paket aşım yaptım çok güzel sokuyosun teşekkürler vodafone;0
vodafonehizmet merhaba ben numara taşıma işlemi yaptım 20 gündür işlem yapılamıyor vodafone  yardimci olmuyor;0
turkcell de beni dolandırdığı için 3 hattımın tamamını vodafone geçirdim . ve son derece de mutluyum.. 3 senenin üstü de kullanmaktayım. şimdi ne olacak.;1
musteri huzmetleri diyorsun. o kelime kodlanmis ve hic algilamiyor. denemkmek icin kendiniz bir arayin bakalim kac dk ulaşcaksiniz vodafone;0
şerefsizler karaktersizleeerrrr vodafone;0
sahtekarlar vodafone;0
hepsi bir birinden beter mecbur birini seçicez vodafone;0
allah sizin belanizi versin  digital operatörde 50 tl paket yapmak istiyorum  bakiyemde 52 tl olmasına rağmen yeterli bakiyeniz yok diye sms atiyorsunuz vodafone;0
şerefsizler yaaa düdüklemeye çalışıyorlar ama ödemicem vodafone;0
i̇yi düşün bende uzun süre vodafone kullandım.30? fatura ödemek bekliyor dum 150? geldi aslında yok bir bir indenfarki yerli firma diyoruz kazık yiyoruz.;0
vodafone çok pahalı operatör;0
cakal vodafone atlamış sanki kendisi farklıymış gibi...;0
vodafone de aynı mantıkda anlaşdıgın fiyattan farklı oluyor 5 tl fark sonra devletten vergi die başka bişeylerderken 10 a yakın fark hepsi dolandırıcı ;0
hepsi soyguncu resmen vodafone;0
evet hepsi aynı, ben taa cine-5 den itibaren hepsiyle papaz oldum, cihazı teslim ettin etmedin ile başlayıp binbir türlü dalavere, d-smart, süperonline,digitürk, turkcell, vodafone vs hepsi aynı bok;0
cepte keklik olarak görüldüğümden her sene operatör değiştiriyorum.  vodafone den ayrılmama 1 ay kaldı.;0
şu reklam telefonlarını nasıl engelleyebiliriz? hergün internet firmasından, spasına oradan cast ajansına. gelen 10 aramadan en az 6'sı bu yönde ve artık sinir bozucu bir hal aldı. vodafonetr;0
"#vodafonedolandırıcılığı
bir ara ülkede operatör değiştirdim şebeke yüzünden turktelekom dan vodafonetr vodafonedestek her neyse
o ondan beter çıktı
kendi başına paket bitiyor ek ücretler 
yani ülkedeki üç operatör de kazikci dolaylı dolandırıcıdır.
turkcell de dahil";0
vodafone kullananlar #vodafonedolandırıcılığı tag’ı açmış ama turkcell de aynı operatörün laciverti. allah razı olsun 60?’lik paketimi hiç 60? ödemedim.;0
vodafone de o kadar masum değil. aşımdan itibaren 10 mb bile i̇nternet harcasanız 24 tl kitliyorlar, yeni paket alınmış gibi direkt işlem yapıyorlar. paket aşım uyarı bedeli için de 7 tl istiyorlar.;0
yav sanki siz farklısınız!! 11 yıl vodafone kullandım, artık tahammül edemediğim için numaramı taşıdım. hiç olmazsa ucuza kazıklanayım. sürekli fatura aşımı diyerek her ay 20-30 lira fazladan ödeme çıkarıyordunuz.;0
vodafone size ulaşılmaması için çok uğraşıyorsunuz. tşk;0
#vodafonedolandırıcılığı al bunu vur turkcell hatta turktelekom ‘a hepsi aynı;0
vodafone kötü ama turkcell de çok pahalı. peki benim gibi bir dağbaşına çıkıp bir şehre inenler ne yapabilir? en azından mobil ağın olduğu her yerde işimi görüyorum. çok kötü ama hiç olmamasından hatta ttnetten iyi;0
sizde çok kazıklıyorsunuz. en i̇yi türk telekom.,20 yıldır turkcell kullnıyordum. şimdi uygun fiata türk telekomdayım..;0
bendede aynı sorun var sure asımı dıye her ay gecırıyorlar pısmanım vodafone;0
hepsi aynı vodafone güzellemsi yapma. az mı mikti milleti vodafone. vodafone tag ı açsak neler gelir neler;0
vodafone.. ben de vodafone kullanıcısıyım. herhangi̇ bir numarayı arayıpta ulaşamadığım zamanlarda sesli mesaj merkezini devreye giriyor- ama ben kesinlikle sesli bir mesaj bırakmadığım halde - sesli mesaj bırakmışım gibi faturama yansıma yapılıyor..tuzak ...;0
uzun süre vodafonetr  kullandım şaş kaza turkcell e geçtim ve bir ayda turkcell in bana gonderdigi fatura 538 tl interneti asiri cabuk bitiyor anında vodafone ye geri döndüm her operatörde hata olabilir ama en iyisi vodafone;1
aksam vodafone kredim i sorguladim 5500 tl idi. sabah tekrar sorguladim 400 tl ye inmiş. puanim artsin diye faturami geldigi gün ödüyordum. durup dururken neden indi puanim? bugün cihaz almayi planliyordum;0
eğer her ay faturan anlaştığın tutardan kat be kat fazla gelmesini istiyorsan turkcell de kal ama ben hiç vodafonetr da böyle sıkıntı yaşamadım hatta hiç sıkıntı yaşamadım.;1
bana bundan daha düşük tarife yok diye 89'a bu kotaları verdiler şimdi adını değiştirip bana verdiği hizmeti 59' a satıyor .  yerli ve milli vodafonehizmet;0
al birini vur ötekine, bazı kurumlara muhtaç olmak ta zor eski turkcell yeni vodafonetr lu olarak söylüyorum. hele turktelekom dan hiç söz etmiyorum....;0
ha vodafone bence de şirinlik yapmasın çünkü o şirinlerden kaçıp bunlara geldim ;0
sadece vodafone değil turkcell de farklı mı bana da aynısını yapmış ve 300 tl lik cayma hakkı şu an avukatta bin tl mahkemeelik olduk ve malesef hic hakkım da yok imza atmışız bilmeden;0
sakın abi vodafone da berbatmış;0
sanki vodafone çok farklı sonuçta anlaşmışlar üç operatör biri dolandiriyo öbürüne gidiyon o dolandiriyo öbürüne hepside vatandaşı sovusluyor btk bunaa göz yumuyor;0
hee benze vodafone yarafindan dolandirildim oradan sözleşmesi fesh ettim çıktım;0
turkcellhizmet bakın görün evde iki kişiyiz ve turkcell’e telefon taksidi hariç toplamda 600 tl den fazla fatura ödüyoruz. yazık günah ama siz durun bu haftları komple vodafonetr taşıyayım sizden kurtulayım sokakta şeker dağıtacağım pis soytarılar dolandırıcı şerefsizler sizi;0
i̇nterneti düşünürken bile internetim gidiyor, sen adamın piskolojisini bozarsın vodafone;0
turkcell cok pahali. ayni kosullardaki tarifelere bakinca mecburen vodafone tercih ediyrm;2
arkadasim evlerine internet baglatti ama   tahahhutlerini yerine getirmediler. cok magdur oldular. evdeki cocuk kamera sistemi icin kullanacaklardi. yazik gunlerce muhatap bulamadilar.;0
ben yaklaşık 7 senedir hattımı taşıdım vodafone kullanıyorum,yıllarca turkcell kullanıcısıydım bende bunu turkcell tarafında yaşadım.şimdi hiçbir sıkıntı yaşamıyorum vodafone de ,umarım sizin de sorununuza çözüm bulunur.;1
bu duyarllığınızı müşteri sorunlarını çözmektede gösterseniz keşke sizin yüzünüzden bir aydır mağdurum vodafone;0
vodafone musteri hizmetlerine baglanabilen sabirli ve tasakli biri varmi? ben gecen gun 1 saat 45 dakika mucadele verdim.;0
tam vodafone fırsatçılığı! üçünüz de milleti aranıza almış hangimiz neresinde geçirsek diye ağzınızdan köpük saçıyorsunuz. anlattırma şimdi burda vodafone'den çektiklerimi.;0
aynı haltı vodafone de yiyor;0
1 gb i̇nterneti 24 liraya satan vodafone vodafonehizmet  siz çok kazıkçısınız. en kısa zamanda sizden kurtulmak dileğiyle;0
#vodafonedolandırıcılığı turkcell ve ttnet ile yarışır.;0
en fazla çekim alanı vodafone diyorlar tamamen yalan. bizzat yaşıyorum. ttnet in ful çektiği hatta zemin katta bile internete girdiği yerde vodafone tek diş zor çekiyor ve internet için iş yeri dışına çıkmam gerekiyor. yılın 250 günü iş yerindeyim. keşke cayma hakkim olsa;0
"""vodafone""salla kazan, bip ve benzeri uygulamalarınızdan hileli yollarla gb net paketi kazanan onlarca kişi var çünkü siz cimri bir operatörsünüz ";0
vodafonemi töbe bida kullanmam;0
aynisin betrinden yıllarca turkcell  den şikayet etmiştim, şimdi vodafone da da yeni duzenbazlik basladi;0
aynen öyle şu ücreti bu ücreti her ay faturanın iki katını hatta dört katını ödüyoruz aşım ücreti de aşırı pahalı internet aşımı yaptıktan sonra paketiniz bitmiştir diye bildirim geliyor sahtekar vodafone;0
ben de vodafone den ayrılıcam taahhütüm biter bitmez. ikidir 24tl ye 1 gb tanımlıyorlar hattıma hem de ben onay vermeden.. bu ay 106 tl faturam var;0
aynısını 3 yıl önce vodafone ev internetinde yaşadım. defalarca arayıp kavga ettim. onlarca kez buradan sövdüm. btk’ya şikayet ettim. ancak iptal ettirdim. bak yine hatırladım bir gözüm seyirdi. siz çabuk unutursunuz inşallah.;0
valla tüm sülaleyi turkcell' den vodafone taşıdım şuana kadar kimsemiz dolandırılmadı acı, olay şu ülkemizin olan operatörler işlerini düzgün yapmıyor i̇stanbulda yaşıyorum il dışına da çıkıyorum vodafon dan memnunum #vodafonedolandırıcılığı;1
vodafone beni çıldırtıyorsun;0
hic kalp malp atarak sevimlilik yapmayiniz. vodafone kaziklarinin da haddi hesabi yok;0
çok mutlu oluruz. al birini vur ötekine. kurumsal dolandırıcılardan bıktım. turkcell vodafonetr;0
"wodafone kullanıcısıyım ve çok memnunum. daha önce turkcell kullanıyordum. wodafone geçtiğim için önceleri pişman olurum sanmıştım ama tam tersi oldu. buradaki konuyu bilmiyorum ama wodafone turkcell'den daha iyi hizmet verdiğini biliyorum. saygılar.
#vodafonedolandırıcılığı";1
hemen hemen ayni tarife(8gb 750dk)  yıllardır müşterisi olduğum vodafone tarafından 50 liraya geçen ay taahhüdüm bittiği için yenilettim.eski müşterilerin önemi yok bunla ilgili çalışma yaptıklarını söylemeleri de ayrı komedi . senede bir operatör değiştirmek lazım anlaşılan .;0
hepsi aynı sadece vodafone değil. turkcell den dünya kazık yedim vodafone a geçtim bu da aynı. sorun iletiyoruz ilgilenen yok #vodafonedolandırıcılığı;0
vodafonetr dolandırıcı olduğunu anladık, bu kesin. diğerleri sanki çok iyi turkcell de kendine pirim yapmaya çalışıyor bu flood altında. önce siz de soygunculuğu bırakın. yoksulun sırtından doyan doyana.. kimsenin ahireti yok, sanki mal onu ebedi kılacak. yazık, çok yazık;0
bunların hepsi aynı. vodafone, turkcell, turk telekom al birini vur ötekine. ben çok memnunum diyen bile en az bir kere dolandırılmıştır. medya da hiç haber olmuyorlar. o kadar reklam veririlerse tabii. devlet karışmıyor. denetim yok. bildiğin yeni nesil mafya bunlar, sorma ver.;0
#vodafonedolandırıcılığı #turkcell dolandırıcının daniskasi devlet yeterince denetim yapmıyor bunlarda vatandaşa iyice kayıyor.;0
mutlu etmez vodafone en büyük kazıkçı;0
haklısınız vodafone aşım oldumu hiç affetmiyor. adalet sistemi de itiraz sistemide çalışmadığı için. kör tuttuğunu misali..;0
